ENTRY,PERIOD,DOCNO,DATE,STOCKNO,QTY,REF,ORDERNO,ACCNO,RETAIL,COST,DISC,REP,USER,LOCATION,EXCODE,FRETAIL,FCOST
N,1,000051,2023-10-07,JL-W01-GD,-3000.0,,QTY,,0.0,11.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000052,2023-10-07,JL-W01-SV,-500.0,,QTY,,0.0,12.92,0.0,,BIANCA,00,00,0.0,0.0
N,1,000053,2023-10-07,JL-W02-BZ,-1000.0,,QTY,,0.0,10.15,0.0,,BIANCA,00,00,0.0,0.0
N,1,000054,2023-10-07,JL-W02-GD,-3000.0,,QTY,,0.0,10.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000056,2023-10-07,JL-YK157-B,-240.0,,QTY,,0.0,76.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000057,2023-10-07,JL-YK157-C,-240.0,,QTY,,0.0,72.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000058,2023-10-07,JL-YK157-R,-240.0,,QTY,,0.0,76.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000059,2023-10-07,JL-3083C,-60.0,,QTY,,0.0,248.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000060,2023-10-07,JL-1509B,-60.0,,QTY,,0.0,256.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000061,2023-10-07,JL-1509C,-75.0,,QTY,,0.0,224.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000062,2023-10-07,JL-1509D,-90.0,,QTY,,0.0,200.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000063,2023-10-07,JL-788D,-48.0,,QTY,,0.0,160.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000064,2023-10-07,JL-899A,-72.0,,QTY,,0.0,184.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000065,2023-10-07,JL-899B,-72.0,,QTY,,0.0,152.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000066,2023-10-07,JL-899C,-72.0,,QTY,,0.0,112.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000067,2023-10-07,JL-T164A,-120.0,,QTY,,0.0,152.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000068,2023-10-07,JL-T164C,-120.0,,QTY,,0.0,116.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000069,2023-10-07,JL-T168A,-120.0,,QTY,,0.0,152.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000070,2023-10-07,JL-T168B,-100.0,,QTY,,0.0,136.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000071,2023-10-07,JL-T168C,-119.0,,QTY,,0.0,116.0504,0.0,,BIANCA,00,00,0.0,0.0
N,1,000072,2023-10-07,ZJ-1582A,-24.0,,QTY,,0.0,730.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000073,2023-10-07,ZJ-16109-BZ,-50.0,,QTY,,0.0,63.78,0.0,,BIANCA,00,00,0.0,0.0
N,1,000074,2023-10-07,ZJ-16109-GD,-150.0,,QTY,,0.0,60.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000075,2023-10-07,ZJ-16109-SV,-50.0,,QTY,,0.0,66.96,0.0,,BIANCA,00,00,0.0,0.0
N,1,000076,2023-10-07,ZJ-2066-A,-72.0,,QTY,,0.0,351.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000077,2023-10-07,ZJ-2066-B,-75.0,,QTY,,0.0,320.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000078,2023-10-07,ZJ-2066-C,-80.0,,QTY,,0.0,281.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000079,2023-10-07,ZJ-27-A,-150.0,,QTY,,0.0,62.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000080,2023-10-07,ZJ-27-B,-150.0,,QTY,,0.0,54.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000081,2023-10-07,ZJ-27-C,-150.0,,QTY,,0.0,46.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000082,2023-10-07,ZJ-303-4C,-72.0,,QTY,,0.0,100.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000083,2023-10-07,ZJ-303-4D,-95.0,,QTY,,0.0,76.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000084,2023-10-07,ZJ-923C,-30.0,,QTY,,0.0,902.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000085,2023-10-07,ZJ-MR01-BK,-3000.0,,QTY,,0.0,3.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000086,2023-10-07,ZJ-MR01-BL,-3000.0,,QTY,,0.0,3.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000087,2023-10-07,ZJ-MR01-WH,-3000.0,,QTY,,0.0,3.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000088,2023-10-07,ZJ-MR01-YE,-3000.0,,QTY,,0.0,3.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000089,2023-10-07,ZJ-YG157-BZ,-100.0,,QTY,,0.0,52.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000090,2023-10-07,ZJ-YG157-GD,-250.0,,QTY,,0.0,52.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000091,2023-10-07,ZJ-YG157-SV,-50.0,,QTY,,0.0,52.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000092,2023-10-07,ZJ-YG159-BZ,-50.0,,QTY,,0.0,43.12,0.0,,BIANCA,00,00,0.0,0.0
N,1,000093,2023-10-07,ZJ-YG159-GD,-250.0,,QTY,,0.0,40.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000094,2023-10-07,ZJ-YG159-SV,-50.0,,QTY,,0.0,43.6,0.0,,BIANCA,00,00,0.0,0.0
N,1,000095,2023-10-07,ZJ-YG239-A,-150.0,,QTY,,0.0,84.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000096,2023-10-07,ZJ-YG239-B,-150.0,,QTY,,0.0,64.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000097,2023-10-07,ZJ-YG239-C,-145.0,,QTY,,0.0,52.1034,0.0,,BIANCA,00,00,0.0,0.0
N,1,000098,2023-10-07,CS-026Y-L,-80.0,,QTY,,0.0,262.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000099,2023-10-07,CS-026Y-M,-64.0,,QTY,,0.0,232.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000100,2023-10-07,CS-026Y-S,-64.0,,QTY,,0.0,210.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000101,2023-10-07,CS-135025,-180.0,,QTY,,0.0,68.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000102,2023-10-07,CS-137030-B,-180.0,,QTY,,0.0,139.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000103,2023-10-07,CS-137030-C,-180.0,,QTY,,0.0,105.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000104,2023-10-07,CS-158040-C,-165.0,,QTY,,0.0,160.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000105,2023-10-07,CS-168035-B,-180.0,,QTY,,0.0,206.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000106,2023-10-07,CS-168035-C,-120.0,,QTY,,0.0,150.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000107,2023-10-07,CS-45-L,-48.0,,QTY,,0.0,172.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000108,2023-10-07,CS-45-M,-96.0,,QTY,,0.0,150.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000109,2023-10-07,CS-50-M,-119.0,,QTY,,0.0,162.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000110,2023-10-07,CS-50-S,-120.0,,QTY,,0.0,126.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000111,2023-10-07,CS-8830,-245.0,,QTY,,0.0,68.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000112,2023-10-07,CS-A70,-59.0,,QTY,,0.0,345.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000113,2023-10-07,CS-C-65,-180.0,,QTY,,0.0,108.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000114,2023-10-07,CS-H-15,-96.0,,QTY,,0.0,187.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000115,2023-10-07,CS-H-2,-96.0,,QTY,,0.0,187.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000116,2023-10-07,CS-H-20,-120.0,,QTY,,0.0,187.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000117,2023-10-07,CS-H280-L,-96.0,,QTY,,0.0,450.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000118,2023-10-07,CS-H280-S,-96.0,,QTY,,0.0,277.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000119,2023-10-07,CS-H-5,-96.0,,QTY,,0.0,187.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000120,2023-10-07,CS-HEX01-L,-30.0,,QTY,,0.0,194.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000121,2023-10-07,CS-HEX01-M,-80.0,,QTY,,0.0,158.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000122,2023-10-07,CS-HEX01-S,-160.0,,QTY,,0.0,130.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000123,2023-10-07,CS-J-13B,-240.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000124,2023-10-07,CS-J-4B,-100.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000125,2023-10-07,CS-J-6,-144.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000126,2023-10-07,CS-J-68,-120.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000127,2023-10-07,CS-J-7B,-119.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000128,2023-10-07,CS-J-8,-120.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000129,2023-10-07,CS-K05-L,-39.0,,QTY,,0.0,382.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000130,2023-10-07,CS-K05-M,-44.0,,QTY,,0.0,300.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000131,2023-10-07,CS-K08-L,-48.0,,QTY,,0.0,427.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000132,2023-10-07,CS-K08-M,-48.0,,QTY,,0.0,375.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000133,2023-10-07,CS-K08-S,-48.0,,QTY,,0.0,345.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000134,2023-10-07,CS-KH14-L,-80.0,,QTY,,0.0,481.9,0.0,,BIANCA,00,00,0.0,0.0
N,1,000135,2023-10-07,CS-KH14-M,-80.0,,QTY,,0.0,420.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000136,2023-10-07,CS-KH14-S,-107.0,,QTY,,0.0,308.1215,0.0,,BIANCA,00,00,0.0,0.0
N,1,000137,2023-10-07,CS-KH201,-240.0,,QTY,,0.0,94.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000138,2023-10-07,CS-KH202,-240.0,,QTY,,0.0,94.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000139,2023-10-07,CS-KH203,-288.0,,QTY,,0.0,94.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000140,2023-10-07,CS-KH204,-240.0,,QTY,,0.0,94.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000141,2023-10-07,CS-KH205,-480.0,,QTY,,0.0,94.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000142,2023-10-07,CS-PP102-L,-60.0,,QTY,,0.0,315.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000143,2023-10-07,CS-PP102-M,-84.0,,QTY,,0.0,270.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000144,2023-10-07,CS-PP102-S,-60.0,,QTY,,0.0,232.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000145,2023-10-07,CS-PP44,-72.0,,QTY,,0.0,195.6667,0.0,,BIANCA,00,00,0.0,0.0
N,1,000146,2023-10-07,CS-PP45,-72.0,,QTY,,0.0,199.7917,0.0,,BIANCA,00,00,0.0,0.0
N,1,000147,2023-10-07,CS-PP46,-216.0,,QTY,,0.0,195.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000148,2023-10-07,CS-PRI-04,-48.0,,QTY,,0.0,285.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000149,2023-10-07,LD-014,-48.0,,QTY,,0.0,301.25,0.0,,BIANCA,00,00,0.0,0.0
N,1,000150,2023-10-07,LD-067-M,-79.0,,QTY,,0.0,412.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000151,2023-10-07,LD-067-S,-60.0,,QTY,,0.0,375.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000152,2023-10-07,LD-07,-120.0,,QTY,,0.0,115.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000153,2023-10-07,LD-54-120,-120.0,,QTY,,0.0,230.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000154,2023-10-07,LD-54-140,-144.0,,QTY,,0.0,255.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000155,2023-10-07,LD-611-150,-120.0,,QTY,,0.0,450.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000156,2023-10-07,LD-GLB60,-240.0,,QTY,,0.0,60.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000157,2023-10-07,LD-GLB60-1,-240.0,,QTY,,0.0,60.3,0.0,,BIANCA,00,00,0.0,0.0
N,1,000158,2023-10-07,LD-GLB80-1,-120.0,,QTY,,0.0,87.3,0.0,,BIANCA,00,00,0.0,0.0
N,1,000159,2023-10-07,LD-GT00-M,-60.0,,QTY,,0.0,173.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000160,2023-10-07,LD-GT00-S,-60.0,,QTY,,0.0,144.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000161,2023-10-07,LD-GT01-M,-40.0,,QTY,,0.0,144.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000162,2023-10-07,LD-GT01-S,-40.0,,QTY,,0.0,130.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000163,2023-10-07,LD-GT03-L,-60.0,,QTY,,0.0,230.1,0.0,,BIANCA,00,00,0.0,0.0
N,1,000164,2023-10-07,LD-GT03-M,-80.0,,QTY,,0.0,188.7,0.0,,BIANCA,00,00,0.0,0.0
N,1,000165,2023-10-07,LD-GT03-S,-80.0,,QTY,,0.0,152.175,0.0,,BIANCA,00,00,0.0,0.0
N,1,000166,2023-10-07,LD-T082-100,-320.0,,QTY,,0.0,127.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000167,2023-10-07,LD-T082-120,-320.0,,QTY,,0.0,157.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000168,2023-10-07,LD-T082-150,-300.0,,QTY,,0.0,202.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000169,2023-10-07,LD-T082-80,-300.0,,QTY,,0.0,97.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000170,2023-10-07,ZJ-0104A,-128.0,,QTY,,0.0,264.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000171,2023-10-07,ZJ-0104B,-124.0,,QTY,,0.0,232.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000172,2023-10-07,HH-0104B,4.0,,QTY,,0.0,228.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000173,2023-10-07,ZJ-0104C,-125.0,,QTY,,0.0,200.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000174,2023-10-07,ZJ-5020A,-128.0,,QTY,,0.0,336.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000175,2023-10-07,ZJ-5020A,-3.0,,QTY,,0.0,336.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000176,2023-10-07,HH-5020A,3.0,,QTY,,0.0,281.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000177,2023-10-07,ZJ-5020B,-120.0,,QTY,,0.0,296.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000178,2023-10-07,HH-5020C,1.0,,QTY,,0.0,205.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000179,2023-10-07,ZJ-5020C,-126.0,,QTY,,0.0,248.0,0.0,,BIANCA,00,00,0.0,0.0
I,1,000048,2023-10-09,CS-101040-C,10.0,,000065,SN0200,114.75,135.0,0.0,001,ESTHER,00,00,114.75,0.0
I,1,000048,2023-10-09,CS-BP01,20.0,,000065,SN0200,40.8,48.0,0.0,001,ESTHER,00,00,40.8,0.0
I,1,000048,2023-10-09,LD-T029-S,50.0,,000065,SN0200,287.3,338.0,0.0,001,ESTHER,00,00,287.3,0.0
I,1,000049,2023-10-09,CS-KH201,15.0,,000058,TSS020,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000049,2023-10-09,LD-T082-120,15.0,,000058,TSS020,141.3,157.0,0.0,001,ESTHER,00,00,141.3,0.0
I,1,000049,2023-10-09,CS-KH205,10.0,,000058,TSS020,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000049,2023-10-09,LD-067-L,10.0,,000058,TSS020,405.0,450.0,0.0,001,ESTHER,00,00,405.0,0.0
I,1,000049,2023-10-09,LD-067-S,10.0,,000058,TSS020,337.5,375.0,0.0,001,ESTHER,00,00,337.5,0.0
I,1,000049,2023-10-09,LD-54-160,6.0,,000058,TSS020,262.8,292.0,0.0,001,ESTHER,00,00,262.8,0.0
I,1,000049,2023-10-09,JL-3064C,5.0,,000058,TSS020,194.4,216.0,0.0,001,ESTHER,00,00,194.4,0.0
I,1,000049,2023-10-09,JL-3064B,3.0,,000058,TSS020,216.0,240.0,0.0,001,ESTHER,00,00,216.0,0.0
I,1,000049,2023-10-09,CS-KH14-S,5.0,,000058,TSS020,277.2,308.0,0.0,001,ESTHER,00,00,277.2,0.0
I,1,000050,2023-10-09,LD-031-L,1.0,,000064,WHC010,315.04,358.0,0.0,001,ESTHER,00,00,315.04,0.0
I,1,000050,2023-10-09,JT-SB80,1.0,,000064,WHC010,39.6,45.0,0.0,001,ESTHER,00,00,39.6,0.0
I,1,000050,2023-10-09,CS-101040-B,1.0,,000064,WHC010,164.56,187.0,0.0,001,ESTHER,00,00,164.56,0.0
I,1,000050,2023-10-09,CS-06B-L,1.0,,000064,WHC010,296.56,337.0,0.0,001,ESTHER,00,00,296.56,0.0
I,1,000050,2023-10-09,CS-PP102-M,2.0,,000064,WHC010,237.6,270.0,0.0,001,ESTHER,00,00,237.6,0.0
I,1,000050,2023-10-09,CS-KH205,16.0,,000064,WHC010,82.72,94.0,0.0,001,ESTHER,00,00,82.72,0.0
I,1,000050,2023-10-09,LD-067-L,2.0,,000064,WHC010,396.0,450.0,0.0,001,ESTHER,00,00,396.0,0.0
I,1,000051,2023-10-09,CS-PP71G-L,10.0,,000060,T4U010,326.89,337.0,0.0,001,ESTHER,00,00,326.89,0.0
I,1,000051,2023-10-09,CS-PP71G-M,10.0,,000060,T4U010,297.79,307.0,0.0,001,ESTHER,00,00,297.79,0.0
I,1,000051,2023-10-09,CS-PP71G-S,80.0,,000060,T4U010,276.45,285.0,0.0,001,ESTHER,00,00,276.45,0.0
I,1,000052,2023-10-09,CS-H280-L,55.0,,000068,CP0100,450.0,450.0,0.0,001,ESTHER,00,00,450.0,0.0
I,1,000053,2023-10-09,CS-KH201,20.0,,000056,NT0300,75.2,94.0,0.0,001,ESTHER,00,00,75.2,0.0
I,1,000053,2023-10-09,CS-KH203,15.0,,000056,NT0300,75.2,94.0,0.0,001,ESTHER,00,00,75.2,0.0
I,1,000054,2023-10-09,CS-59-1M,2.0,,000042,TT0700,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000054,2023-10-09,CS-55-L,1.0,,000042,TT0700,175.72,191.0,0.0,003,BIANCA P,00,00,175.72,0.0
I,1,000054,2023-10-09,CS-KH205,15.0,,000042,TT0700,86.48,94.0,0.0,003,BIANCA P,00,00,86.48,0.0
I,1,000054,2023-10-09,CS-45-S,2.0,,000042,TT0700,103.96,113.0,0.0,003,BIANCA P,00,00,103.96,0.0
I,1,000054,2023-10-09,EXTRA3,1.0,,000042,TT0700,9.2,1.0,0.0,003,BIANCA P,00,00,9.2,0.0
I,1,000054,2023-10-09,EXTRA3,1.0,,000042,TT0700,9.2,1.0,0.0,003,BIANCA P,00,00,9.2,0.0
I,1,000054,2023-10-09,EXTRA3,1.0,,000042,TT0700,9.2,1.0,0.0,003,BIANCA P,00,00,9.2,0.0
I,1,000054,2023-10-09,JL-W03-GD,11.0,,000042,TT0700,9.57,10.4,0.0,003,BIANCA P,00,00,9.57,0.0
I,1,000054,2023-10-09,RH-01-Y,11.0,,000042,TT0700,3.68,4.0,0.0,003,BIANCA P,00,00,3.68,0.0
I,1,000054,2023-10-09,CS-KH202,3.0,,000042,TT0700,86.48,94.0,0.0,003,BIANCA P,00,00,86.48,0.0
I,1,000054,2023-10-09,CS-FH-5L,1.0,,000042,TT0700,220.8,240.0,0.0,003,BIANCA P,00,00,220.8,0.0
C,1,000003,2023-10-09,CS-45-S,-2.0,,000054,TT0700,103.96,113.0,0.0,003,BIANCA P,00,00,103.96,0.0
C,1,000003,2023-10-09,CS-55-L,-1.0,,000054,TT0700,175.72,191.0,0.0,003,BIANCA P,00,00,175.72,0.0
C,1,000003,2023-10-09,CS-59-1M,-2.0,,000054,TT0700,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
C,1,000003,2023-10-09,CS-FH-5L,-1.0,,000054,TT0700,220.8,240.0,0.0,003,BIANCA P,00,00,220.8,0.0
C,1,000003,2023-10-09,CS-KH202,-3.0,,000054,TT0700,86.48,94.0,0.0,003,BIANCA P,00,00,86.48,0.0
C,1,000003,2023-10-09,CS-KH205,-15.0,,000054,TT0700,86.48,94.0,0.0,003,BIANCA P,00,00,86.48,0.0
C,1,000003,2023-10-09,EXTRA3,-1.0,,000054,TT0700,9.2,1.0,0.0,003,BIANCA P,00,00,9.2,0.0
C,1,000003,2023-10-09,EXTRA3,-1.0,,000054,TT0700,9.2,1.0,0.0,003,BIANCA P,00,00,9.2,0.0
C,1,000003,2023-10-09,EXTRA3,-1.0,,000054,TT0700,9.2,1.0,0.0,003,BIANCA P,00,00,9.2,0.0
C,1,000003,2023-10-09,JL-W03-GD,-11.0,,000054,TT0700,9.57,10.4,0.0,003,BIANCA P,00,00,9.57,0.0
C,1,000003,2023-10-09,RH-01-Y,-11.0,,000054,TT0700,3.68,4.0,0.0,003,BIANCA P,00,00,3.68,0.0
I,1,000055,2023-10-09,CS-59-1M,2.0,,,TT0700,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000055,2023-10-09,CS-55-L,1.0,,,TT0700,175.72,191.0,0.0,003,BIANCA P,00,00,175.72,0.0
I,1,000055,2023-10-09,CS-KH205,15.0,,,TT0700,86.48,94.0,0.0,003,BIANCA P,00,00,86.48,0.0
I,1,000055,2023-10-09,CS-45-S,2.0,,,TT0700,103.96,113.0,0.0,003,BIANCA P,00,00,103.96,0.0
I,1,000055,2023-10-09,EXTRA3,1.0,,,TT0700,130.0,1.0,0.0,003,BIANCA P,00,00,130.0,0.0
I,1,000055,2023-10-09,EXTRA3,1.0,,,TT0700,100.0,1.0,0.0,003,BIANCA P,00,00,100.0,0.0
I,1,000055,2023-10-09,EXTRA3,1.0,,,TT0700,95.0,1.0,0.0,003,BIANCA P,00,00,95.0,0.0
I,1,000055,2023-10-09,JL-W03-GD,11.0,,,TT0700,9.57,10.4,0.0,003,BIANCA P,00,00,9.57,0.0
I,1,000055,2023-10-09,RH-01-Y,11.0,,,TT0700,3.68,4.0,0.0,003,BIANCA P,00,00,3.68,0.0
I,1,000055,2023-10-09,CS-KH202,3.0,,,TT0700,86.48,94.0,0.0,003,BIANCA P,00,00,86.48,0.0
I,1,000055,2023-10-09,CS-FH-5L,1.0,,,TT0700,220.8,240.0,0.0,003,BIANCA P,00,00,220.8,0.0
I,1,000056,2023-10-10,CS-168035-B,10.0,,000075,CIG010,195.7,206.0,0.0,003,BIANCA P,00,00,195.7,0.0
I,1,000056,2023-10-10,CS-PP102-L,2.0,,000075,CIG010,299.25,315.0,0.0,003,BIANCA P,00,00,299.25,0.0
I,1,000057,2023-10-10,CS-PP102-L,3.0,,000076,SSL010,315.0,315.0,0.0,003,BIANCA P,00,00,315.0,0.0
I,1,000058,2023-10-10,LD-54-140,5.0,,000077,CIG010,242.25,255.0,0.0,003,BIANCA P,00,00,242.25,0.0
I,1,000059,2023-10-10,LD-067-S,10.0,,000071,TSS020,337.5,375.0,0.0,001,ESTHER,00,00,337.5,0.0
I,1,000059,2023-10-10,CS-KH205,10.0,,000071,TSS020,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000059,2023-10-10,JL-3083B,4.0,,000071,TSS020,259.2,288.0,0.0,001,ESTHER,00,00,259.2,0.0
I,1,000059,2023-10-10,JL-3083C,4.0,,000071,TSS020,223.2,248.0,0.0,001,ESTHER,00,00,223.2,0.0
I,1,000059,2023-10-10,ZJ-MR01-WH,400.0,,000071,TSS020,2.7,3.0,0.0,001,ESTHER,00,00,2.7,0.0
I,1,000059,2023-10-10,CS-45-L,10.0,,000071,TSS020,154.8,172.0,0.0,001,ESTHER,00,00,154.8,0.0
I,1,000060,2023-10-10,LD-067-L,1.0,,000017,TB0100,396.0,450.0,0.0,003,BIANCA P,00,00,396.0,0.0
I,1,000060,2023-10-10,CS-J-68,45.0,,000017,TB0100,85.36,97.0,0.0,003,BIANCA P,00,00,85.36,0.0
I,1,000060,2023-10-10,JL-W03-GD,30.0,,000017,TB0100,9.15,10.4,0.0,003,BIANCA P,00,00,9.15,0.0
I,1,000060,2023-10-10,CS-BB12-L,1.0,,000017,TB0100,277.2,315.0,0.0,003,BIANCA P,00,00,277.2,0.0
I,1,000060,2023-10-10,LD-100,17.0,,000017,TB0100,411.84,468.0,0.0,003,BIANCA P,00,00,411.84,0.0
I,1,000060,2023-10-10,CS-MAP-L,1.0,,000017,TB0100,362.56,412.0,0.0,003,BIANCA P,00,00,362.56,0.0
I,1,000060,2023-10-10,CS-MAP-M,2.0,,000017,TB0100,296.56,337.0,0.0,003,BIANCA P,00,00,296.56,0.0
I,1,000060,2023-10-10,CS-MAP-S,1.0,,000017,TB0100,250.8,285.0,0.0,003,BIANCA P,00,00,250.8,0.0
I,1,000061,2023-10-10,CS-MAP-M,3.0,,000078,CP0100,337.0,337.0,0.0,001,ESTHER,00,00,337.0,0.0
I,1,000062,2023-10-10,LD-GT03-S,13.0,,000073,PA0400,135.0,150.0,0.0,003,BIANCA P,00,00,135.0,0.0
N,1,000180,2023-10-10,ZJ-A2-GD,-3000.0,,QTY,,0.0,8.6,0.0,,BIANCA,00,00,0.0,0.0
N,1,000181,2023-10-10,ZJ-A2-SV,-500.0,,QTY,,0.0,8.6,0.0,,BIANCA,00,00,0.0,0.0
N,1,000182,2023-10-10,ZJ-A2-BZ,-500.0,,QTY,,0.0,8.6,0.0,,BIANCA,00,00,0.0,0.0
N,1,000183,2023-10-10,JL-SGLS01-GD,-200.0,,QTY,,0.0,64.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000184,2023-10-10,CS-195A-L,-60.0,,QTY,,0.0,270.0,0.0,,BIANCA,00,00,0.0,0.0
N,1,000185,2023-10-10,ST-C,-100.0,,QTY,,0.0,59.0,0.0,,BIANCA,00,00,0.0,0.0
