"YEAR:","CURRENT"
"REPORT:","COMPLETE REPORT"
"CATEGORY:",""
"ITEM NUMBER:",""
"ACCOUNT NUMBER:",""
"SALES REP:",""
"LOCATION:","ALL LOCATIONS"

"ITEM NUMBER","DESCRIPTION","REP","DOCNO","ACCNO","DATE","QUANTITY","RETAIL","COST","GROSS","%"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","003","000055","TT0700","09/10/2023","1","221","240","-19","-8.7"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","001","000082","VE0100","11/10/2023","6","1296","1440","-144","-11.1"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","003","000304","TA0100","08/11/2023","3","648","720","-72","-11.1"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","003","000355","TB0100","14/11/2023","1","211","240","-29","-13.6"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","003","000371","TT0700","15/11/2023","2","442","480","-38","-8.7"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","001","000509","VE0100","28/11/2023","5","1080","1200","-120","-11.1"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","001","000685","TP0200","15/01/2024","35","8400","8400","0","0.0"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","002","000956","CC0100","04/03/2024","6","1368","1440","-72","-5.3"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","002","001224","TT0700","24/04/2024","1","221","240","-19","-8.7"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","001","001234","VE0100","25/04/2024","3","648","720","-72","-11.1"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","003","001460","SSL010","24/06/2024","1","254","254","0","0.0"
"CS-FH-5L","SQUARISH BLUE PIECE 265MM(H)","001","001463","VE0100","24/06/2024","5","1143","1270","-127","-11.1"
"TOTALS:","","","","","","74","16951","17844","-893","-5.3"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","003","000004","TE0300","02/10/2023","5","765","900","-135","-17.6"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","001","000082","VE0100","11/10/2023","4","648","720","-72","-11.1"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","003","000355","TB0100","14/11/2023","14","2218","2520","-302","-13.6"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","003","000371","TT0700","15/11/2023","4","662","720","-58","-8.7"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","003","000825","FDS010","08/02/2024","2","331","360","-29","-8.7"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","001","001057","VE0100","19/03/2024","4","648","720","-72","-11.1"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","003","001116","CCG020","03/04/2024","4","720","720","0","0.0"
"CS-FH-5M","SQUARISH BLUE PIECE 230MM(H)","003","001431","SSL010","14/06/2024","4","720","720","0","0.0"
"TOTALS:","","","","","","41","6712","7380","-668","-9.9"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","003","000004","TE0300","02/10/2023","5","476","560","-84","-17.6"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","001","000082","VE0100","11/10/2023","6","605","672","-67","-11.1"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","003","000145","FM0200","19/10/2023","2","213","224","-11","-5.3"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","003","000355","TB0100","14/11/2023","25","2464","2800","-336","-13.6"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","003","000371","TT0700","15/11/2023","2","206","224","-18","-8.7"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","003","000420","CC0100","20/11/2023","5","532","560","-28","-5.3"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","001","000480","CGA000","23/11/2023","11","1146","1232","-86","-7.5"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","003","001460","SSL010","24/06/2024","1","120","120","0","0.0"
"CS-FH-5S","SQUARISH BLUE PIECE 180MM(H)","001","001463","VE0100","24/06/2024","5","540","600","-60","-11.1"
"TOTALS:","","","","","","62","6301","6992","-691","-11.0"
"CS-GB40","GOLF BALL 40MM (DIAM)","003","000025","TA0100","04/10/2023","4","94","104","-10","-11.1"
"CS-GB40","GOLF BALL 40MM (DIAM)","003","000085","CTR010","12/10/2023","1","26","26","0","0.0"
"CS-GB40","GOLF BALL 40MM (DIAM)","001","000124","UBMM01","17/10/2023","1","25","26","-1","-3.1"
"CS-GB40","GOLF BALL 40MM (DIAM)","003","000407","CTR010","17/11/2023","2","52","52","0","0.0"
"CS-GB40","GOLF BALL 40MM (DIAM)","001","000675","SN0200","11/01/2024","30","663","780","-117","-17.6"
"TOTALS:","","","","","","38","860","988","-128","-14.9"
"CS-GB60","GOLF BALL 60MM (DIAM)","003","000463","TDG020","23/11/2023","3","110","129","-19","-17.6"
"CS-GB60","GOLF BALL 60MM (DIAM)","003","000593","CTR010","05/12/2023","9","387","387","0","0.0"
"CS-GB60","GOLF BALL 60MM (DIAM)","003","000657","TDG020","13/12/2023","5","183","215","-32","-17.6"
"CS-GB60","GOLF BALL 60MM (DIAM)","003","000881","HD0100","19/02/2024","2","79","86","-7","-8.7"
"CS-GB60","GOLF BALL 60MM (DIAM)","003","001058","CTR010","19/03/2024","10","430","430","0","0.0"
"CS-GB60","GOLF BALL 60MM (DIAM)","003","001185","TDG020","18/04/2024","4","146","172","-26","-17.6"
"TOTALS:","","","","","","33","1335","1419","-84","-6.3"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","000200","CTR010","26/10/2023","1","90","90","0","0.0"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","000222","TDG020","31/10/2023","2","153","180","-27","-17.6"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","000514","CTR010","28/11/2023","1","90","90","0","0.0"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","000632","CTR010","07/12/2023","9","810","810","0","0.0"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","000742","CTR010","26/01/2024","1","90","90","0","0.0"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","000760","TDG020","30/01/2024","13","995","1170","-176","-17.6"
"CS-GB80","GOLF BALL 80MM (DIAM)","001","000891","WHC010","20/02/2024","2","158","180","-22","-13.6"
"CS-GB80","GOLF BALL 80MM (DIAM)","001","000981","WHC010","06/03/2024","1","79","90","-11","-13.6"
"CS-GB80","GOLF BALL 80MM (DIAM)","001","000998","SN0200","11/03/2024","43","3290","3870","-581","-17.6"
"CS-GB80","GOLF BALL 80MM (DIAM)","003","001484","CTR010","28/06/2024","1","100","100","0","0.0"
"TOTALS:","","","","","","74","5855","6670","-815","-13.9"
"CS-GH-1","SQUARE CUT OUT SIDES 255MM(H","003","000953","MBSA01","01/03/2024","4","836","418","418","50.0"
"CS-GH-1","SQUARE CUT OUT SIDES 255MM(H","003","001103","FDS010","02/04/2024","1","192","105","88","45.6"
"CS-GH-1","SQUARE CUT OUT SIDES 255MM(H","003","001201","TT0700","19/04/2024","1","192","105","88","45.7"
"TOTALS:","","","","","","6","1221","627","594","48.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","001","000030","SN0200","02/05/2024","-200","-4590","-5400","810","-17.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","001","000581","MM0200","05/12/2023","10","257","270","-14","-5.3"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","003","000915","TDG020","26/02/2024","106","2433","2862","-429","-17.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","003","000948","TB0100","29/02/2024","34","808","918","-110","-13.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","003","000999","TDG020","11/03/2024","8","184","216","-32","-17.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","003","001052","IT0100","18/03/2024","7","170","189","-19","-11.1"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","001","001142","SN0200","09/04/2024","300","6885","8100","-1215","-17.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","003","001143","TB0100","09/04/2024","6","143","162","-19","-13.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","003","001220","TB0100","23/04/2024","75","1782","2025","-243","-13.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","001","001266","SN0200","02/05/2024","200","4590","5400","-810","-17.6"
"CS-GM60P","GLASS PLAIN MEDAL 60MM (DIA)","001","001269","SN0200","02/05/2024","115","2639","3105","-466","-17.6"
"TOTALS:","","","","","","661","15300","17847","-2547","-16.7"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000083","TDG020","12/10/2023","12","326","384","-58","-17.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000144","FDS010","19/10/2023","20","589","640","-51","-8.7"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000153","IT0100","20/10/2023","20","576","640","-64","-11.1"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000164","TB0100","24/10/2023","20","563","640","-77","-13.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000165","IT0100","24/10/2023","100","2880","3200","-320","-11.1"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000225","TB0100","31/10/2023","11","310","352","-42","-13.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","001","000425","WT0100","20/11/2023","25","760","800","-40","-5.3"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000549","ME0100","30/11/2023","5","160","160","0","0.0"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000578","TB0100","04/12/2023","12","338","384","-46","-13.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000591","TB0100","05/12/2023","5","141","160","-19","-13.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","000683","TDG020","15/01/2024","9","245","288","-43","-17.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","001","001452","SN0200","21/06/2024","200","5780","6800","-1020","-17.6"
"CS-GM70P","CLEAR GLASS MEDAL 70MM (DIA)","003","001492","TB0100","02/07/2024","80","2394","2720","-326","-13.6"
"TOTALS:","","","","","","519","15061","17168","-2107","-14.0"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000018","TB0100","18/01/2024","-19","-7273","-8257","984","-13.5"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000077","CC0100","11/10/2023","1","397","418","-21","-5.3"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","001","000174","WHC010","24/10/2023","3","1104","1254","-150","-13.6"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000225","TB0100","31/10/2023","1","368","418","-50","-13.6"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000420","CC0100","20/11/2023","1","413","435","-21","-5.2"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000423","AGU010","20/11/2023","11","4450","4780","-330","-7.4"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000573","IT0100","04/12/2023","1","392","435","-43","-11.0"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000684","TDG020","15/01/2024","3","1109","1304","-195","-17.5"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","001","000702","CWMT01","18/01/2024","2","783","869","-86","-11.0"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000703","TB0100","18/01/2024","19","7273","8257","-984","-13.5"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000706","TB0100","18/01/2024","19","7273","8257","-984","-13.5"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","000867","TB0100","15/02/2024","1","383","435","-52","-13.5"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","001170","CC0100","15/04/2024","20","8265","8692","-427","-5.2"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","001296","AGU010","08/05/2024","13","5259","5650","-390","-7.4"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","001364","TD0100","24/05/2024","1","435","435","0","0.1"
"CS-GR05-B","FLAME FROST BLUE RND/B 270MM","003","001497","CTR010","03/07/2024","1","461","461","0","0.0"
"TOTALS:","","","","","","78","31092","33841","-2749","-8.8"
"CS-GU-1","MOSQUE SHAPE 240*230MM","003","000528","TE0300","29/11/2023","3","650","765","-115","-17.7"
"CS-GU-1","MOSQUE SHAPE 240*230MM","003","000613","T06000","06/12/2023","3","689","765","-77","-11.1"
"CS-GU-1","MOSQUE SHAPE 240*230MM","001","000700","NT0300","17/01/2024","5","1084","1275","-191","-17.6"
"CS-GU-1","MOSQUE SHAPE 240*230MM","003","001304","COS010","09/05/2024","2","459","510","-51","-11.1"
"CS-GU-1","MOSQUE SHAPE 240*230MM","003","001484","CTR010","28/06/2024","1","255","255","0","0.0"
"TOTALS:","","","","","","14","3136","3570","-434","-13.8"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000004","TE0300","02/10/2023","5","795","935","-140","-17.6"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","001","000114","TC0700","16/10/2023","2","337","374","-37","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000153","IT0100","20/10/2023","1","168","187","-19","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000247","HD0100","01/11/2023","60","10322","11220","-898","-8.7"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","001","000277","MM0200","06/11/2023","1","178","187","-9","-5.3"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000367","TDG020","15/11/2023","4","636","748","-112","-17.6"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000385","FDS010","16/11/2023","3","516","561","-45","-8.7"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000438","IT0100","21/11/2023","15","2525","2805","-280","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000492","IT0100","24/11/2023","1","168","187","-19","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000619","HD0100","06/12/2023","20","3441","3740","-299","-8.7"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","000941","FDS010","29/02/2024","11","1892","2057","-165","-8.7"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","001055","FDS010","18/03/2024","1","172","187","-15","-8.7"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","001324","IT0100","15/05/2024","12","2020","2244","-224","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","001","001366","MSB010","24/05/2024","1","174","187","-13","-7.5"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","001","001380","TC0700","30/05/2024","2","337","374","-37","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","001","001401","VE0100","05/06/2024","10","1683","1870","-187","-11.1"
"CS-H-1","8 SIDE DB/BASE 190MM 160MM(D","003","001431","SSL010","14/06/2024","2","374","374","0","0.0"
"TOTALS:","","","","","","151","25737","28237","-2500","-9.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000024","MM0200","03/10/2023","1","178","187","-9","-5.3"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000114","TC0700","16/10/2023","2","337","374","-37","-11.1"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000173","JAM010","24/10/2023","12","1907","2244","-337","-17.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000195","TDG020","26/10/2023","10","1590","1870","-281","-17.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000207","TP0100","27/10/2023","6","1066","1122","-56","-5.3"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000285","TDG020","07/11/2023","2","318","374","-56","-17.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000292","HD0100","07/11/2023","10","1720","1870","-150","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000302","TDG020","08/11/2023","3","477","561","-84","-17.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000367","TDG020","15/11/2023","4","636","748","-112","-17.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000371","TT0700","15/11/2023","9","1548","1683","-135","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000385","FDS010","16/11/2023","3","516","561","-45","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000496","FDS010","27/11/2023","2","344","374","-30","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000504","HD0100","27/11/2023","5","860","935","-75","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000513","TT0700","28/11/2023","1","172","187","-15","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","002","000611","FDS010","06/12/2023","26","4473","4862","-389","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000615","SSS010","06/12/2023","20","3553","3740","-187","-5.3"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000628","SHA010","07/12/2023","2","374","374","0","0.0"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000636","JAM010","07/12/2023","24","3815","4488","-673","-17.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","000639","SHA010","08/12/2023","1","187","187","0","0.0"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","000718","T06000","22/01/2024","1","168","187","-19","-11.1"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","001024","HD0100","13/03/2024","6","1032","1122","-90","-8.7"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","001056","TB0100","19/03/2024","6","987","1122","-135","-13.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","001371","TB0100","28/05/2024","2","329","374","-45","-13.6"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","001","001401","VE0100","05/06/2024","10","1683","1870","-187","-11.1"
"CS-H-15","LEAVE DB/BASE 220MM(H)     #","003","001455","AGU010","21/06/2024","68","11826","13506","-1680","-14.2"
"TOTALS:","","","","","","236","40097","44922","-4825","-12.0"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","000004","TE0300","02/10/2023","5","795","935","-140","-17.6"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000121","3DCC01","17/10/2023","24","4129","4488","-359","-8.7"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000134","VE0100","18/10/2023","10","1683","1870","-187","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000173","JAM010","24/10/2023","12","1907","2244","-337","-17.6"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","000282","PA0400","06/11/2023","18","3029","3366","-337","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000356","FP0200","14/11/2023","16","2753","2992","-239","-8.7"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","000432","IT0100","20/11/2023","2","337","374","-37","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000477","CGA000","23/11/2023","30","5217","5610","-393","-7.5"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","000555","PA0400","30/11/2023","5","842","935","-94","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000636","JAM010","07/12/2023","12","1907","2244","-337","-17.6"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","000718","T06000","22/01/2024","1","168","187","-19","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","000823","TI0200","07/02/2024","6","1066","1122","-56","-5.3"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","001057","VE0100","19/03/2024","6","1010","1122","-112","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","001086","PA0400","26/03/2024","15","2525","2805","-281","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","003","001161","TE0300","12/04/2024","6","954","1122","-168","-17.6"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","001234","VE0100","25/04/2024","20","3366","3740","-374","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","001401","VE0100","05/06/2024","10","1683","1870","-187","-11.1"
"CS-H-2","SHIELD FLAT TOP DB/BASE 215M","001","001500","CGA000","03/07/2024","10","1851","1990","-139","-7.5"
"TOTALS:","","","","","","208","35221","39016","-3795","-10.8"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000114","TC0700","16/10/2023","3","505","561","-56","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000166","TDG020","24/10/2023","9","1431","1683","-252","-17.6"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000173","JAM010","24/10/2023","12","1907","2244","-337","-17.6"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000219","PA0400","30/10/2023","7","1178","1309","-131","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000337","FDS010","10/11/2023","1","172","187","-15","-8.7"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000338","ICE010","10/11/2023","1","187","187","0","0.0"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000350","VE0100","13/11/2023","15","2525","2805","-281","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000367","TDG020","15/11/2023","4","636","748","-112","-17.6"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000379","TC0700","15/11/2023","4","673","748","-75","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000385","FDS010","16/11/2023","3","516","561","-45","-8.7"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000427","PA0400","20/11/2023","5","842","935","-94","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000437","TC0700","21/11/2023","2","337","374","-37","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000517","LYE010","28/11/2023","13","2309","2431","-122","-5.3"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000561","LYE010","01/12/2023","34","6040","6358","-318","-5.3"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000572","SSL010","04/12/2023","5","935","935","0","0.0"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000579","PA0400","04/12/2023","5","842","935","-93","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000589","ICE010","05/12/2023","7","1309","1309","0","0.0"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000614","ICE010","06/12/2023","1","187","187","0","0.0"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000636","JAM010","07/12/2023","24","3815","4488","-673","-17.6"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000715","TE0300","22/01/2024","3","477","561","-84","-17.7"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000718","T06000","22/01/2024","1","168","187","-19","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000734","TC0700","25/01/2024","60","10098","11220","-1122","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000784","SEN010","02/02/2024","12","2244","2244","0","0.0"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","000801","ICE010","06/02/2024","1","187","187","0","0.0"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","000823","TI0200","07/02/2024","9","1599","1683","-84","-5.3"
"CS-H-20","FLAME DB/BASE 210MM (H)","001","001463","VE0100","24/06/2024","10","1791","1990","-199","-11.1"
"CS-H-20","FLAME DB/BASE 210MM (H)","003","001465","PA0400","25/06/2024","12","2149","2388","-239","-11.1"
"TOTALS:","","","","","","263","45058","49445","-4387","-9.7"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000004","TE0300","02/10/2023","5","795","935","-140","-17.6"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000029","TDG020","05/10/2023","6","954","1122","-168","-17.6"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000164","TB0100","24/10/2023","6","987","1122","-135","-13.6"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","001","000299","TP0100","07/11/2023","3","533","561","-28","-5.3"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000326","MC0900","09/11/2023","6","1066","1122","-56","-5.3"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000385","FDS010","16/11/2023","3","516","561","-45","-8.7"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000496","FDS010","27/11/2023","2","344","374","-30","-8.7"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","001","000581","MM0200","05/12/2023","24","4264","4488","-224","-5.3"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","001","000610","MM0200","06/12/2023","3","533","561","-28","-5.3"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","001","000616","MSB010","06/12/2023","10","1777","1870","-93","-5.3"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","000634","TDG020","07/12/2023","3","477","561","-84","-17.6"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","001","001011","TI0200","12/03/2024","10","1777","1870","-93","-5.3"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","001334","TDG020","20/05/2024","25","3974","4675","-701","-17.6"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","001368","TDG020","27/05/2024","4","636","748","-112","-17.6"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","001","001380","TC0700","30/05/2024","4","673","748","-75","-11.1"
"CS-H-3","ROUND DB/BASE 190MM 160MM(D)","003","001412","IT0100","10/06/2024","4","673","748","-75","-11.1"
"TOTALS:","","","","","","118","19977","22066","-2089","-10.5"
"CS-H-40","FLAGISH WITH BLUE STAR 225MM","001","001166","LS0200","15/04/2024","1","53","76","-23","-43.0"
"TOTALS:","","","","","","1","53","76","-23","-43.0"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","003","000004","TE0300","02/10/2023","5","795","935","-140","-17.6"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","000082","VE0100","11/10/2023","6","1010","1122","-112","-11.1"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","000173","JAM010","24/10/2023","12","1907","2244","-337","-17.6"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","000697","RB0200","17/01/2024","12","2244","2244","0","0.0"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","003","000715","TE0300","22/01/2024","3","477","561","-84","-17.6"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","003","000718","T06000","22/01/2024","1","168","187","-19","-11.1"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","000823","TI0200","07/02/2024","10","1777","1870","-93","-5.3"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","000835","RB0200","09/02/2024","12","2244","2244","0","0.0"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","002","000875","TT0700","16/02/2024","9","1548","1683","-135","-8.7"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","001011","TI0200","12/03/2024","10","1777","1870","-93","-5.3"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","003","001161","TE0300","12/04/2024","5","795","935","-140","-17.6"
"CS-H-5","SHIELD DB/BASE 200MM(H)  #","001","001292","TI0200","07/05/2024","20","3553","3740","-187","-5.3"
